W_1,L_1,Pts_1,Opp_1,MOV_1,SOS_1,SRS_1,NRtg_1,W_2,L_2,Pts_2,Opp_2,MOV_2,SOS_2,SRS_2,NRtg_2,Score_dif
22,13,67.8,57.8,10.03,13.49,23.52,35.81,21,11,68.8,63.6,5.16,9.79,14.95,23.8,11
27,8,82.9,70.8,12.11,10.91,23.02,34.31,16,15,76.0,72.7,3.32,18.18,21.5,32.17,11
26,10,77.7,68.5,9.17,13.71,22.88,35.37,26,8,82.4,66.7,15.74,-0.49,12.63,20.88,13
26,10,77.7,68.5,9.17,13.71,22.88,35.37,27,8,82.9,70.8,12.11,10.91,23.02,34.31,1
26,9,66.8,57.2,9.54,12.99,22.53,35.19,25,8,71.2,55.8,15.42,-0.11,12.48,20.02,27
26,9,66.8,57.2,9.54,12.99,22.53,35.19,26,8,79.6,64.1,15.5,10.09,25.59,38.2,14
23,10,74.9,62.5,12.42,9.35,21.77,33.63,26,7,70.2,63.9,6.33,0.52,6.85,12.98,14
24,10,80.2,70.8,9.44,10.72,20.16,31.29,23,7,73.3,62.1,11.2,1.32,12.52,21.49,19
24,9,84.9,72.6,12.3,9.21,18.95,27.72,29,4,65.6,47.4,18.18,2.78,20.96,36.08,12
26,7,67.0,57.6,9.36,9.26,18.63,29.55,30,3,70.7,54.9,15.79,-5.3,10.49,21.15,5
29,6,78.1,65.1,12.97,4.32,17.3,26.41,26,8,75.2,63.0,12.24,9.92,22.15,34.37,23
29,6,78.1,65.1,12.97,4.32,17.3,26.41,26,7,81.0,64.3,16.7,11.3,28.0,41.64,21
30,5,82.3,69.5,12.89,5.57,15.98,23.78,19,10,66.3,61.7,4.69,10.91,15.6,25.63,9
30,5,82.3,69.5,12.89,5.57,15.98,23.78,28,7,85.0,71.1,13.89,13.6,27.49,39.81,17
19,14,62.1,61.2,0.91,14.86,15.77,25.31,21,11,69.0,63.9,5.09,13.34,17.1,23.83,6
23,9,67.5,61.0,6.5,9.21,15.71,26.37,26,7,78.2,60.3,17.91,2.62,18.72,28.13,7
19,13,69.7,67.4,2.25,12.36,14.61,23.9,24,8,78.7,68.9,9.81,9.89,19.71,30.57,6
28,6,71.8,58.9,12.88,-0.85,12.04,20.01,21,11,71.1,64.1,6.97,10.9,17.87,28.21,14
31,5,78.2,56.4,21.75,-3.98,11.96,19.75,24,8,69.8,61.0,8.75,10.17,18.92,30.52,10
37,1,81.7,55.7,26.03,15.77,41.79,61.86,23,10,73.2,57.1,16.06,-7.25,-1.29,2.51,57
37,1,81.7,55.7,26.03,15.77,41.79,61.86,20,13,72.7,68.4,4.3,15.58,18.69,28.87,39
37,1,81.7,55.7,26.03,15.77,41.79,61.86,23,10,75.3,66.8,8.55,15.18,23.73,38.29,25
37,1,81.7,55.7,26.03,15.77,41.79,61.86,29,7,78.4,67.3,11.08,14.16,25.25,40.88,32
37,1,81.7,55.7,26.03,15.77,41.79,61.86,33,5,84.9,62.0,22.89,17.45,37.86,55.2,5
37,1,81.7,55.7,26.03,15.77,41.79,61.86,35,4,88.6,64.9,23.64,17.17,40.81,59.21,1
35,4,88.6,64.9,23.64,17.17,40.81,59.21,21,11,62.5,56.4,6.03,-11.63,-11.66,-8.18,42
35,4,88.6,64.9,23.64,17.17,40.81,59.21,21,12,75.1,68.6,6.48,11.61,18.09,30.23,28
35,4,88.6,64.9,23.64,17.17,40.81,59.21,26,8,69.8,60.4,9.41,11.87,21.29,35.28,7
35,4,88.6,64.9,23.64,17.17,40.81,59.21,31,5,74.1,60.9,13.19,16.72,29.91,44.59,16
35,4,88.6,64.9,23.64,17.17,40.81,59.21,35,3,82.8,56.6,26.21,11.99,38.2,57.54,5
33,3,86.2,58.2,27.97,10.85,38.82,57.54,20,13,60.2,55.3,4.88,-8.52,-14.82,-7.26,57
33,3,86.2,58.2,27.97,10.85,38.82,57.54,20,13,69.1,67.0,2.12,12.22,14.34,25.5,24
33,3,86.2,58.2,27.97,10.85,38.82,57.54,22,11,65.4,58.2,7.18,16.62,23.81,37.83,23
35,3,82.8,56.6,26.21,11.99,38.2,57.54,20,13,67.2,67.2,-0.03,-1.63,-1.66,4.1,49
35,3,82.8,56.6,26.21,11.99,38.2,57.54,24,10,76.1,67.2,8.91,6.29,15.2,25.98,12
35,3,82.8,56.6,26.21,11.99,38.2,57.54,22,13,73.7,68.8,4.97,17.68,22.65,35.12,8
35,3,82.8,56.6,26.21,11.99,38.2,57.54,32,4,77.9,59.5,18.36,14.25,32.61,50.41,7
33,5,84.9,62.0,22.89,17.45,37.86,55.2,25,8,70.8,58.8,11.91,-2.92,6.17,10.24,38
33,5,84.9,62.0,22.89,17.45,37.86,55.2,21,13,69.1,65.5,3.56,12.32,15.88,26.52,23
33,5,84.9,62.0,22.89,17.45,37.86,55.2,28,7,79.0,61.2,17.77,5.17,21.55,33.69,10
33,5,84.9,62.0,22.89,17.45,37.86,55.2,33,3,86.2,58.2,27.97,10.85,38.82,57.54,4
32,4,77.9,59.5,18.36,14.25,32.61,50.41,22,11,62.0,53.7,8.36,-9.91,-3.56,1.44,35
32,4,77.9,59.5,18.36,14.25,32.61,50.41,22,12,71.7,63.6,8.09,10.1,18.19,30.17,21
32,4,77.9,59.5,18.36,14.25,32.61,50.41,26,8,75.1,61.2,13.85,13.91,27.76,41.97,17
27,8,82.0,61.9,20.11,12.08,32.2,48.01,28,4,65.9,50.9,15.03,-1.35,11.65,24.01,4
31,5,74.1,60.9,13.19,16.72,29.91,44.59,25,7,71.2,55.7,15.53,-0.79,12.27,19.68,25
31,5,74.1,60.9,13.19,16.72,29.91,44.59,25,10,72.8,63.2,9.63,3.14,12.77,21.83,9
26,9,78.9,64.0,14.89,14.14,29.02,43.62,26,7,72.1,61.3,10.76,-8.6,-2.66,1.11,36
26,8,75.1,61.2,13.85,13.91,27.76,41.97,28,5,75.1,61.7,13.39,2.48,10.8,14.78,5
26,8,75.1,61.2,13.85,13.91,27.76,41.97,29,5,73.4,55.9,17.56,5.57,20.68,27.18,6
29,7,78.4,67.3,11.08,14.16,25.25,40.88,25,8,67.5,61.3,6.15,-5.67,0.48,7.58,5
29,7,78.4,67.3,11.08,14.16,25.25,40.88,24,11,65.9,58.7,7.14,12.51,19.65,33.06,16
29,7,78.4,67.3,11.08,14.16,25.25,40.88,28,6,71.0,60.9,10.18,12.37,22.55,37.55,18
22,11,65.4,58.2,7.18,16.62,23.81,37.83,26,7,61.2,55.8,5.39,7.41,12.8,23.57,15
22,11,65.4,58.2,7.18,16.62,23.81,37.83,25,9,73.6,63.5,10.03,11.7,21.72,35.25,2
23,10,75.3,66.8,8.55,15.18,23.73,38.29,26,7,75.0,60.0,14.94,-2.53,12.41,23.98,22
23,10,75.3,66.8,8.55,15.18,23.73,38.29,24,9,68.5,61.2,7.3,11.51,18.81,31.33,8
25,9,77.2,67.2,10.0,13.25,23.25,36.28,25,9,60.2,54.4,5.79,-0.25,5.55,14.93,21
29,5,75.0,61.2,13.85,9.27,23.12,37.37,26,7,63.5,53.7,9.79,-7.08,1.14,8.9,22
22,13,73.7,68.8,4.97,17.68,22.65,35.12,19,13,74.6,69.1,5.53,12.19,17.72,29.01,12
22,13,73.7,68.8,4.97,17.68,22.65,35.12,29,5,75.0,61.2,13.85,9.27,23.12,37.37,5
28,6,71.0,60.9,10.18,12.37,22.55,37.55,25,8,66.7,57.5,9.21,-4.49,4.73,13.46,12
28,6,71.0,60.9,10.18,12.37,22.55,37.55,25,8,71.6,59.2,12.42,9.71,22.14,36.05,15
25,8,71.6,59.2,12.42,9.71,22.14,36.05,22,10,70.9,63.7,7.25,1.97,9.22,18.59,5
25,9,73.6,63.5,10.03,11.7,21.72,35.25,28,5,75.3,53.0,22.27,-5.05,11.95,21.43,7
28,7,79.0,61.2,17.77,5.17,21.55,33.69,26,7,65.2,51.3,13.94,-3.79,10.15,19.97,11
28,7,79.0,61.2,17.77,5.17,21.55,33.69,25,9,77.2,67.2,10.0,13.25,23.25,36.28,11
26,8,69.8,60.4,9.41,11.87,21.29,35.28,27,7,70.3,60.6,9.65,-0.99,6.43,13.68,23
26,8,69.8,60.4,9.41,11.87,21.29,35.28,27,8,82.0,61.9,20.11,12.08,32.2,48.01,2
24,11,65.9,58.7,7.14,12.51,19.65,33.06,27,7,80.5,65.4,15.15,4.76,17.61,27.18,1
24,9,68.5,61.2,7.3,11.51,18.81,31.33,28,6,72.4,57.8,14.59,-4.38,10.2,20.05,3
20,13,72.7,68.4,4.3,15.58,18.69,28.87,18,15,74.9,71.4,3.55,13.24,16.79,28.27,20
22,12,71.7,63.6,8.09,10.1,18.19,30.17,21,12,64.5,64.4,0.06,15.0,15.07,25.63,30
21,12,75.1,68.6,6.48,11.61,18.09,30.23,25,8,80.5,66.3,14.21,5.53,19.75,31.77,1
21,13,69.1,65.5,3.56,12.32,15.88,26.52,23,10,70.5,60.8,9.76,11.53,21.47,31.87,4
24,10,76.1,67.2,8.91,6.29,15.2,25.98,22,10,64.1,58.2,5.94,10.37,16.3,28.04,11
20,13,69.1,67.0,2.12,12.22,14.34,25.5,28,6,77.1,57.0,20.06,1.01,16.36,25.88,13
25,10,72.8,63.2,9.63,3.14,12.77,21.83,26,8,81.1,71.1,9.97,11.98,20.16,31.3,11
25,10,72.8,63.2,9.63,3.14,12.77,21.83,26,9,78.9,64.0,14.89,14.14,29.02,43.62,9
31,2,77.7,53.7,24.0,18.26,42.26,60.56,13,7,61.6,56.6,5.0,-8.37,-7.53,-4.05,43
31,2,77.7,53.7,24.0,18.26,42.26,60.56,19,9,71.0,62.3,8.79,14.13,22.92,34.87,11
31,2,77.7,53.7,24.0,18.26,42.26,60.56,23,3,70.2,55.7,14.5,8.64,19.72,29.56,27
31,2,77.7,53.7,24.0,18.26,42.26,60.56,26,4,76.8,60.7,16.07,13.25,29.32,43.79,15
31,2,77.7,53.7,24.0,18.26,42.26,60.56,26,5,75.4,58.1,17.29,17.55,34.84,50.67,1
31,2,77.7,53.7,24.0,18.26,42.26,60.56,21,6,66.3,55.3,11.07,19.88,30.95,45.32,1
28,2,81.9,52.6,29.3,9.57,38.87,55.61,22,7,72.2,60.4,11.76,-16.8,-8.55,-4.47,43
28,2,81.9,52.6,29.3,9.57,38.87,55.61,15,9,71.9,66.5,5.46,15.93,17.72,25.72,36
28,2,81.9,52.6,29.3,9.57,38.87,55.61,20,10,86.1,80.3,5.8,18.51,24.31,35.68,20
28,2,81.9,52.6,29.3,9.57,38.87,55.61,28,3,81.9,54.5,27.35,11.74,38.32,51.97,2
28,3,81.9,54.5,27.35,11.74,38.32,51.97,18,6,68.0,60.5,7.46,-9.35,-1.89,5.22,49
28,3,81.9,54.5,27.35,11.74,38.32,51.97,15,10,72.0,66.0,6.04,13.4,19.44,29.85,42
28,3,81.9,54.5,27.35,11.74,38.32,51.97,16,6,75.3,64.9,10.45,16.75,27.21,39.73,3
26,3,90.8,69.0,21.79,14.54,36.34,51.86,17,7,71.7,61.7,10.0,-14.98,-4.98,-4.39,53
26,3,90.8,69.0,21.79,14.54,36.34,51.86,17,10,74.6,71.2,3.41,13.55,16.96,27.78,36
26,5,75.4,58.1,17.29,17.55,34.84,50.67,19,7,68.3,59.0,9.35,-8.26,-1.66,3.4,26
26,5,75.4,58.1,17.29,17.55,34.84,50.67,12,8,71.3,65.4,5.9,22.35,23.93,33.0,17
26,5,75.4,58.1,17.29,17.55,34.84,50.67,17,9,65.6,61.6,4.04,16.14,20.18,31.98,11
26,5,75.4,58.1,17.29,17.55,34.84,50.67,21,10,68.9,62.6,6.26,16.33,22.58,33.86,28
17,6,71.4,58.3,13.13,18.84,31.97,46.03,14,10,61.2,57.8,3.38,2.32,5.69,6.71,21
15,9,70.9,59.6,11.29,19.72,31.01,44.06,19,6,74.2,57.8,16.44,2.34,15.75,25.38,20
15,9,70.9,59.6,11.29,19.72,31.01,44.06,21,7,71.3,60.5,10.82,13.27,24.09,36.6,7
21,6,66.3,55.3,11.07,19.88,30.95,45.32,15,6,59.5,52.0,7.48,-9.56,-2.09,0.57,35
21,6,66.3,55.3,11.07,19.88,30.95,45.32,25,3,75.2,62.6,12.61,11.1,23.7,37.23,15
21,6,66.3,55.3,11.07,19.88,30.95,45.32,21,6,74.4,59.9,14.52,15.64,30.16,44.51,13
21,6,66.3,55.3,11.07,19.88,30.95,45.32,28,2,81.9,52.6,29.3,9.57,38.87,55.61,10
21,6,74.4,59.9,14.52,15.64,30.16,44.51,16,11,63.9,62.4,1.52,1.08,2.59,7.09,31
21,6,74.4,59.9,14.52,15.64,30.16,44.51,21,6,69.4,58.6,10.78,-1.27,9.51,18.67,22
21,6,74.4,59.9,14.52,15.64,30.16,44.51,22,3,77.2,62.1,15.08,12.71,27.79,42.25,3
26,4,76.8,60.7,16.07,13.25,29.32,43.79,18,4,62.6,51.1,11.55,-14.25,-2.71,0.77,31
26,4,76.8,60.7,16.07,13.25,29.32,43.79,16,9,67.4,61.1,6.24,17.05,23.29,34.55,9
26,4,76.8,60.7,16.07,13.25,29.32,43.79,15,9,70.9,59.6,11.29,19.72,31.01,44.06,18
22,3,77.2,62.1,15.08,12.71,27.79,42.25,14,3,72.0,52.2,19.76,-17.12,-2.49,1.51,21
22,3,77.2,62.1,15.08,12.71,27.79,42.25,19,4,65.4,55.4,10.0,7.67,17.67,29.15,12
16,6,75.3,64.9,10.45,16.75,27.21,39.73,26,3,81.6,56.3,25.31,-6.77,13.86,22.43,21
16,6,75.3,64.9,10.45,16.75,27.21,39.73,17,8,71.9,62.5,9.36,14.44,23.8,36.38,15
20,10,86.1,80.3,5.8,18.51,24.31,35.68,18,9,77.7,74.3,3.37,3.88,7.25,13.24,15
20,10,86.1,80.3,5.8,18.51,24.31,35.68,18,9,73.0,66.4,6.52,14.61,21.13,32.85,14
21,7,71.3,60.5,10.82,13.27,24.09,36.6,14,9,61.2,57.7,3.43,-3.51,-0.08,4.28,14
12,8,71.3,65.4,5.9,22.35,23.93,33.0,10,9,65.3,65.8,-0.53,15.91,15.39,23.78,24
17,8,71.9,62.5,9.36,14.44,23.8,36.38,17,8,74.0,70.3,3.72,0.4,4.12,10.75,25
25,3,75.2,62.6,12.61,11.1,23.7,37.23,22,6,86.0,68.1,17.93,-8.74,2.07,7.78,4
25,3,75.2,62.6,12.61,11.1,23.7,37.23,17,11,77.0,71.4,5.57,16.97,22.54,33.54,2
16,9,67.4,61.1,6.24,17.05,23.29,34.55,16,5,57.7,50.5,7.24,8.03,15.27,26.06,11
19,9,71.0,62.3,8.79,14.13,22.92,34.87,12,13,66.4,68.5,-2.08,16.78,14.7,23.38,23
21,10,68.9,62.6,6.26,16.33,22.58,33.86,17,12,70.7,63.5,7.21,5.25,9.0,14.66,19
21,10,68.9,62.6,6.26,16.33,22.58,33.86,17,6,71.4,58.3,13.13,18.84,31.97,46.03,9
21,10,68.9,62.6,6.26,16.33,22.58,33.86,26,3,90.8,69.0,21.79,14.54,36.34,51.86,3
17,11,77.0,71.4,5.57,16.97,22.54,33.54,15,9,75.2,68.8,6.33,14.32,20.74,30.96,4
22,7,72.3,66.0,6.31,15.49,21.8,32.82,10,6,71.0,67.3,3.69,0.12,3.81,5.82,24
18,9,73.0,66.4,6.52,14.61,21.13,32.85,22,4,71.8,57.4,14.38,-4.19,7.14,14.39,8
17,9,65.6,61.6,4.04,16.14,20.18,31.98,24,3,80.2,48.0,32.15,-9.9,17.59,27.6,2
17,9,65.6,61.6,4.04,16.14,20.18,31.98,22,7,72.3,66.0,6.31,15.49,21.8,32.82,17
23,3,70.2,55.7,14.5,8.64,19.72,29.56,13,3,64.5,56.8,7.75,0.46,8.21,14.49,19
23,3,70.2,55.7,14.5,8.64,19.72,29.56,19,8,62.8,56.0,6.81,1.39,8.2,15.21,25
15,10,72.0,66.0,6.04,13.4,19.44,29.85,19,7,70.5,61.7,8.77,8.03,16.8,25.72,7
15,9,71.9,66.5,5.46,15.93,17.72,25.72,21,4,69.8,60.8,9.08,4.39,13.47,22.37,17
19,4,65.4,55.4,10.0,7.67,17.67,29.15,12,12,63.2,63.4,-0.21,20.6,20.39,30.12,4
17,10,74.6,71.2,3.41,13.55,16.96,27.78,13,11,74.7,67.3,7.38,10.45,17.82,27.81,9
21,6,69.4,58.6,10.78,-1.27,9.51,18.67,23,4,71.0,53.5,17.52,4.46,20.24,30.39,5
19,8,62.8,56.0,6.81,1.39,8.2,15.21,19,9,82.3,73.8,8.54,12.48,21.01,32.12,4
35,2,70.9,50.7,20.22,18.27,38.48,59.05,21,10,63.8,59.2,4.55,-12.96,-11.59,-8.84,58
35,2,70.9,50.7,20.22,18.27,38.48,59.05,21,13,60.9,58.4,2.5,14.24,16.74,28.1,16
35,2,70.9,50.7,20.22,18.27,38.48,59.05,25,7,73.1,55.8,17.34,12.25,29.59,44.55,8
35,2,70.9,50.7,20.22,18.27,38.48,59.05,23,10,74.1,64.4,9.7,10.51,20.2,32.68,30
35,2,70.9,50.7,20.22,18.27,38.48,59.05,29,5,71.8,55.6,16.15,14.25,30.39,46.74,13
35,2,70.9,50.7,20.22,18.27,38.48,59.05,30,6,73.8,54.9,18.86,13.9,32.76,50.09,15
32,4,77.3,58.4,18.83,16.31,35.14,53.59,22,12,71.5,68.1,3.35,-8.18,-4.82,-0.6,28
32,4,77.3,58.4,18.83,16.31,35.14,53.59,20,13,66.1,60.6,5.45,14.11,19.56,30.96,32
32,4,77.3,58.4,18.83,16.31,35.14,53.59,24,9,74.3,63.3,11.0,14.08,25.08,38.17,3
32,4,73.5,56.8,16.69,18.02,34.72,51.41,22,13,69.1,64.1,4.97,-0.71,-0.01,3.64,41
32,4,73.5,56.8,16.69,18.02,34.72,51.41,21,10,71.8,65.2,6.58,13.34,19.92,31.29,26
32,4,73.5,56.8,16.69,18.02,34.72,51.41,23,9,78.8,67.2,11.59,14.15,25.74,39.46,6
32,4,73.5,56.8,16.69,18.02,34.72,51.41,29,7,71.9,55.1,16.75,14.22,29.36,43.66,9
30,6,73.8,54.9,18.86,13.9,32.76,50.09,23,7,64.4,56.9,7.53,-5.81,1.72,8.84,45
30,6,73.8,54.9,18.86,13.9,32.76,50.09,26,4,60.5,47.8,12.73,9.23,21.97,37.19,5
30,6,73.8,54.9,18.86,13.9,32.76,50.09,24,9,71.3,61.8,9.55,14.71,24.25,37.99,17
30,6,73.8,54.9,18.86,13.9,32.76,50.09,32,4,77.3,58.4,18.83,16.31,35.14,53.59,4
30,6,73.8,54.9,18.86,13.9,32.76,50.09,32,4,73.5,56.8,16.69,18.02,34.72,51.41,5
29,5,71.8,55.6,16.15,14.25,30.39,46.74,23,10,57.1,48.5,8.61,-10.25,-4.13,0.39,32
29,5,71.8,55.6,16.15,14.25,30.39,46.74,27,7,69.0,52.9,16.09,8.12,21.0,29.51,9
29,5,71.8,55.6,16.15,14.25,30.39,46.74,25,9,70.1,61.1,9.0,15.55,24.55,38.2,12
29,5,71.8,55.6,16.15,14.25,30.39,46.74,25,7,71.5,60.4,11.06,12.7,23.77,37.34,12
25,7,73.1,55.8,17.34,12.25,29.59,44.55,28,5,74.8,53.2,21.52,-3.72,11.86,19.95,13
25,7,73.1,55.8,17.34,12.25,29.59,44.55,21,8,67.2,57.4,9.83,13.25,23.08,35.44,18
29,7,71.9,55.1,16.75,14.22,29.36,43.66,25,7,64.7,57.0,7.69,-5.49,2.2,8.87,18
29,7,71.9,55.1,16.75,14.22,29.36,43.66,21,12,75.9,68.2,7.7,14.01,21.71,32.29,22
29,7,71.9,55.1,16.75,14.22,29.36,43.66,25,7,78.2,65.6,12.59,9.46,22.06,32.97,3
28,7,76.5,60.2,16.31,11.89,28.2,44.01,20,10,63.9,61.0,2.97,0.07,0.17,4.86,40
28,7,76.4,63.7,12.63,13.65,26.28,40.16,20,8,70.0,66.5,3.54,0.04,3.57,10.88,7
28,7,76.4,63.7,12.63,13.65,26.28,40.16,21,10,68.4,59.0,9.32,12.16,21.42,34.67,23
24,8,84.2,70.2,14.0,12.1,26.1,38.94,19,14,65.0,62.5,2.45,2.64,2.33,6.93,40
23,9,78.8,67.2,11.59,14.15,25.74,39.46,24,8,72.0,62.4,9.59,-2.84,4.26,10.17,31
23,9,78.8,67.2,11.59,14.15,25.74,39.46,30,3,78.1,55.3,22.85,-0.66,15.01,23.81,24
24,9,74.3,63.3,11.0,14.08,25.08,38.17,26,7,71.7,61.6,10.09,2.91,13.01,22.67,11
24,9,74.3,63.3,11.0,14.08,25.08,38.17,25,9,82.6,76.9,5.74,15.26,20.99,31.66,44
25,9,70.1,61.1,9.0,15.55,24.55,38.2,25,9,75.8,66.6,9.18,2.97,12.15,20.17,13
25,9,70.1,61.1,9.0,15.55,24.55,38.2,23,8,69.5,56.5,13.06,0.02,13.08,23.83,3
24,9,71.3,61.8,9.55,14.71,24.25,37.99,22,10,63.2,59.0,4.25,2.47,6.72,14.37,34
24,9,71.3,61.8,9.55,14.71,24.25,37.99,25,5,68.3,51.5,16.83,1.86,18.7,31.44,1
25,7,71.5,60.4,11.06,12.7,23.77,37.34,23,9,59.4,56.6,2.78,-5.59,-2.8,0.94,35
25,7,71.5,60.4,11.06,12.7,23.77,37.34,24,9,64.9,60.9,4.06,7.71,11.77,20.84,15
25,7,71.5,60.4,11.06,12.7,23.77,37.34,29,6,68.9,52.1,16.8,4.53,19.38,31.15,3
21,8,67.2,57.4,9.83,13.25,23.08,35.44,26,7,75.3,64.7,10.61,-0.69,9.92,16.16,5
26,6,73.7,61.6,12.09,10.31,22.41,35.82,23,7,79.5,62.6,16.93,-11.0,5.93,14.32,6
25,7,78.2,65.6,12.59,9.46,22.06,32.97,25,8,64.8,53.1,11.7,5.68,15.21,24.24,7
25,7,78.2,65.6,12.59,9.46,22.06,32.97,26,6,73.7,61.6,12.09,10.31,22.41,35.82,15
26,4,60.5,47.8,12.73,9.23,21.97,37.19,21,11,68.0,64.8,3.25,11.83,15.08,25.89,17
21,12,75.9,68.2,7.7,14.01,21.71,32.29,18,14,73.6,66.5,7.06,13.18,20.25,32.48,23
21,10,68.4,59.0,9.32,12.16,21.42,34.67,26,6,65.8,55.3,10.56,3.71,14.27,24.9,16
27,7,69.0,52.9,16.09,8.12,21.0,29.51,24,9,77.8,62.6,15.21,9.05,22.57,33.94,13
25,9,82.6,76.9,5.74,15.26,20.99,31.66,24,5,70.5,56.4,14.03,-3.05,10.99,20.5,6
23,10,74.1,64.4,9.7,10.51,20.2,32.68,22,9,65.6,57.7,7.94,12.6,20.54,31.94,10
23,10,74.1,64.4,9.7,10.51,20.2,32.68,24,8,84.2,70.2,14.0,12.1,26.1,38.94,2
23,10,74.1,64.4,9.7,10.51,20.2,32.68,28,7,76.4,63.7,12.63,13.65,26.28,40.16,8
21,10,71.8,65.2,6.58,13.34,19.92,31.29,21,11,60.9,52.7,8.28,11.49,19.78,33.44,19
20,13,66.1,60.6,5.45,14.11,19.56,30.96,19,11,60.1,60.0,0.07,14.68,14.74,23.02,10
29,6,68.9,52.1,16.8,4.53,19.38,31.15,23,9,66.9,56.6,10.38,11.16,21.53,34.17,14
29,6,68.9,52.1,16.8,4.53,19.38,31.15,28,7,76.5,60.2,16.31,11.89,28.2,44.01,14
25,5,68.3,51.5,16.83,1.86,18.7,31.44,19,12,72.2,65.6,6.52,13.6,20.12,32.94,7
21,13,60.9,58.4,2.5,14.24,16.74,28.1,24,9,60.8,54.5,6.36,8.84,15.2,26.61,12
25,8,64.8,53.1,11.7,5.68,15.21,24.24,17,14,65.3,61.6,3.65,11.66,15.3,25.66,11
30,3,78.1,55.3,22.85,-0.66,15.01,23.81,23,10,70.8,58.4,12.39,12.1,24.49,39.58,3
26,6,65.8,55.3,10.56,3.71,14.27,24.9,22,11,87.3,78.6,8.76,6.94,15.69,24.37,31
23,8,69.5,56.5,13.06,0.02,13.08,23.83,20,12,71.3,58.3,13.03,15.67,25.06,34.47,3
22,12,71.5,68.1,3.35,-8.18,-4.82,-0.6,16,13,63.8,60.0,3.83,-10.92,-10.6,-8.95,4
21,10,63.8,59.2,4.55,-12.96,-11.59,-8.84,13,17,57.7,49.7,8.07,-13.47,-16.14,-10.97,4
17,16,56.7,57.5,-0.79,-3.16,-3.94,-1.12,36,2,76.6,50.1,26.47,17.84,44.31,66.46,-36
21,12,64.4,58.7,5.73,12.24,17.97,29.12,36,2,76.6,50.1,26.47,17.84,44.31,66.46,-24
24,11,64.0,55.3,8.71,15.68,22.33,34.03,36,2,76.6,50.1,26.47,17.84,44.31,66.46,-5
32,4,70.5,55.6,14.86,16.7,31.57,46.74,36,2,76.6,50.1,26.47,17.84,44.31,66.46,-35
21,12,55.5,53.1,2.42,-8.38,-5.95,-0.92,34,3,79.0,54.2,24.81,15.73,40.55,60.06,-36
24,10,66.2,53.7,12.47,10.06,22.5,35.21,34,3,79.0,54.2,24.81,15.73,40.55,60.06,-14
34,2,74.1,53.1,20.94,1.75,22.69,35.1,34,3,79.0,54.2,24.81,15.73,40.55,60.06,-10
24,9,68.5,60.2,8.27,-1.2,7.07,13.5,33,3,79.3,55.5,23.86,15.57,39.43,57.99,-27
22,11,62.6,57.5,5.12,11.58,16.71,27.65,33,3,79.3,55.5,23.86,15.57,39.43,57.99,-26
28,9,77.9,61.7,16.16,9.98,26.14,37.56,33,3,79.3,55.5,23.86,15.57,39.43,57.99,-7
31,5,85.3,58.8,26.56,3.24,24.27,30.65,33,3,79.3,55.5,23.86,15.57,39.43,57.99,-23
26,7,28.5,,,-11.67,-3.61,,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-40
20,13,61.4,55.5,5.97,17.41,20.75,31.83,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-22
23,11,63.6,58.6,5.03,9.72,14.75,24.68,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-41
34,3,79.0,54.2,24.81,15.73,40.55,60.06,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-12
33,3,79.3,55.5,23.86,15.57,39.43,57.99,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-1
31,8,77.0,56.2,20.79,16.14,36.93,54.07,33,5,77.6,56.0,21.61,17.82,38.69,52.45,-6
18,17,58.3,53.4,4.86,7.68,7.71,11.31,31,8,77.0,56.2,20.79,16.14,36.93,54.07,-13
24,9,67.9,56.2,11.67,7.54,19.21,31.51,31,8,77.0,56.2,20.79,16.14,36.93,54.07,-13
23,12,75.8,67.4,8.4,14.3,22.7,34.35,31,8,77.0,56.2,20.79,16.14,36.93,54.07,-25
34,3,79.3,56.4,22.89,13.76,36.65,54.55,31,8,77.0,56.2,20.79,16.14,36.93,54.07,-14
36,2,76.6,50.1,26.47,17.84,44.31,66.46,31,8,77.0,56.2,20.79,16.14,36.93,54.07,-9
20,13,65.3,63.5,1.73,-8.99,-9.49,-5.7,34,3,79.3,56.4,22.89,13.76,36.65,54.55,-65
24,9,66.3,59.5,6.82,11.19,18.01,29.52,34,3,79.3,56.4,22.89,13.76,36.65,54.55,-9
24,10,74.1,65.6,8.44,14.21,23.78,34.78,34,3,79.3,56.4,22.89,13.76,36.65,54.55,-10
21,11,72.4,68.6,3.81,-5.42,-1.61,3.47,32,4,70.5,55.6,14.86,16.7,31.57,46.74,-45
31,3,67.1,49.7,17.41,-5.44,11.97,22.82,32,4,70.5,55.6,14.86,16.7,31.57,46.74,-5
29,7,73.6,60.0,13.61,12.21,25.82,39.8,32,4,70.5,55.6,14.86,16.7,31.57,46.74,-7
25,8,75.9,65.5,10.39,1.52,11.92,19.39,28,9,77.9,61.7,16.16,9.98,26.14,37.56,-14
25,9,70.9,62.3,8.68,9.09,17.76,28.24,28,9,77.9,61.7,16.16,9.98,26.14,37.56,-12
20,12,57.6,53.7,3.97,-5.88,-1.91,2.35,29,7,73.6,60.0,13.61,12.21,25.82,39.8,-13
